id,ident,name,continent,iso_country,municipality,is_ue
3443,KCEC,Jack Mc Namara Field Airport,,US,Crescent City,0
3444,KCEF,Westover Metropolitan Airport / Westover Air Reserve Base,,US,Chicopee,0
3445,KCEW,Bob Sikes Airport,,US,Crestview,0
19482,KCEZ,Cortez Municipal Airport,,US,Cortez,0
3446,KCGF,Cuyahoga County Airport,,US,Cleveland,0
3447,KCGI,Cape Girardeau Regional Airport,,US,Cape Girardeau,0
3448,KCHA,Chattanooga Metropolitan Airport (Lovell Field),,US,Chattanooga,0
3449,KCHO,Charlottesville Albemarle Airport,,US,Charlottesville,0
3450,KCHS,Charleston International Airport,,US,Charleston,0
3451,KCID,The Eastern Iowa Airport,,US,Cedar Rapids,0
3452,KCIU,Chippewa County International Airport,,US,Kincheloe,0
3453,KCKB,North Central West Virginia Airport,,US,Bridgeport,0
3454,KCLE,Cleveland Hopkins International Airport,,US,Cleveland,0
3455,KCLL,Easterwood Field,,US,College Station,0
3456,KCLM,William R Fairchild International Airport,,US,Port Angeles,0
3457,KCLT,Charlotte Douglas International Airport,,US,Charlotte,0
19517,KCMA,Camarillo International Airport,,US,Camarillo,0
3458,KCMH,John Glenn Columbus International Airport,,US,Columbus,0
3459,KCMI,University of Illinois Willard Airport,,US,Savoy,0
3460,KCMX,Houghton County Memorial Airport,,US,Hancock,0
3461,KCNM,Cavern City Air Terminal,,US,Carlsbad,0
19527,KCNU,Chanute Martin Johnson Airport,,US,Chanute,0
19529,KCNY,Canyonlands Regional Airport,,US,Moab,0
19530,KCOD,Yellowstone Regional Airport,,US,Cody,0
19531,KCOE,Coeur D'Alene Airport - Pappy Boyington Field,,US,Coeur d'Alene,0
3462,KCOF,Patrick Space Force Base,,US,Cocoa Beach,0
19534,KCON,Concord Municipal Airport,,US,Concord,0
3463,KCOS,City of Colorado Springs Municipal Airport,,US,Colorado Springs,0
3464,KCOU,Columbia Regional Airport,,US,Columbia,0
3465,KCPR,Casper-Natrona County International Airport,,US,Casper,0
19549,KCRE,Grand Strand Airport,,US,North Myrtle Beach,0
19550,KCRG,Jacksonville Executive at Craig Airport,,US,Jacksonville,0
3466,KCRP,Corpus Christi International Airport,,US,Corpus Christi,0
19552,KCRQ,McClellan-Palomar Airport,,US,Carlsbad,0
3467,KCRW,Yeager Airport,,US,Charleston,0
3468,KCSG,Columbus Airport,,US,Columbus,0
3469,KCSV,Crossville Memorial Airport Whitson Field,,US,Crossville,0
3470,KCTB,Cut Bank International Airport,,US,Cut Bank,0
19564,KCUB,Jim Hamilton L.B. Owens Airport,,US,Columbia,0
3471,KCVG,Cincinnati Northern Kentucky International Airport,,US,Cincinnati / Covington,0
19569,KCVN,Clovis Municipal Airport,,US,Clovis,0
3472,KCVO,Corvallis Municipal Airport,,US,Corvallis,0
3473,KCVS,Cannon Air Force Base,,US,Clovis,0
19571,KCWA,Central Wisconsin Airport,,US,Mosinee,0
3475,KCXO,Conroe-North Houston Regional Airport,,US,Houston,0
19577,KCXP,Carson Airport,,US,Carson City,0
3476,KCYS,Cheyenne Regional Jerry Olson Field,,US,Cheyenne,0
3477,KDAA,Davison Army Air Field,,US,Fort Belvoir,0
3478,KDAB,Daytona Beach International Airport,,US,Daytona Beach,0
19615,KDAG,Barstow Daggett Airport,,US,Daggett,0
3479,KDAL,Dallas Love Field,,US,Dallas,0
3480,KDAN,Danville Regional Airport,,US,Danville,0
3481,KDAY,James M. Cox Dayton International Airport,,US,Dayton,0
3482,KDBQ,Dubuque Regional Airport,,US,Dubuque,0
3483,KDCA,Ronald Reagan Washington National Airport,,US,Washington,0
3484,KDDC,Dodge City Regional Airport,,US,Dodge City,0
3485,KDEC,Decatur Airport,,US,Decatur,0
3486,KDEN,Denver International Airport,,US,Denver,0
3487,KDET,Coleman A. Young Municipal Airport,,US,Detroit,0
3488,KDFW,Dallas Fort Worth International Airport,,US,Dallas-Fort Worth,0
3489,KDHN,Dothan Regional Airport,,US,Dothan,0
19628,KDHT,Dalhart Municipal Airport,,US,Dalhart,0
19630,KDIK,Dickinson Theodore Roosevelt Regional Airport,,US,Dickinson,0
3490,KDLF,Laughlin Air Force Base,,US,Del Rio,0
3491,KDLH,Duluth International Airport,,US,Duluth,0
19640,KDLS,Columbia Gorge Regional Airport,,US,Dallesport / The Dalles,0
3492,KDMA,Davis Monthan Air Force Base,,US,Tucson,0
3493,KDMN,Deming Municipal Airport,,US,Deming,0
19644,KDNL,Daniel Field,,US,Augusta,0
3494,KDOV,Dover Civil Air Terminal/Dover Air Force Base,,US,Dover,0
19648,KDPA,Dupage Airport,,US,Chicago/West Chicago,0
19652,KDRA,Desert Rock Airport,,US,Mercury,0
3495,KDRI,Beauregard Regional Airport,,US,DeRidder,0
19654,KDRO,Durango La Plata County Airport,,US,Durango,0
19655,KDRT,Del Rio International Airport,,US,Del Rio,0
3496,KDSM,Des Moines International Airport,,US,Des Moines,0
19661,KDTS,Destin Executive Airport,,US,Destin,0
3497,KDTW,Detroit Metropolitan Wayne County Airport,,US,Detroit,0
19662,KDUA,Durant Regional Airport - Eaker Field,,US,Durant,0
19664,KDUG,Bisbee Douglas International Airport,,US,Douglas Bisbee,0
3498,KDUJ,DuBois Regional Airport,,US,Dubois,0
19668,KDVL,Devils Lake Regional Airport,,US,Devils Lake,0
19676,KDXR,Danbury Municipal Airport,,US,Danbury,0
3499,KDYS,Dyess Air Force Base,,US,Abilene,0
19716,KEAR,Kearney Regional Airport,,US,Kearney,0
19717,KEAT,Pangborn Memorial Airport,,US,Wenatchee,0
3501,KEAU,Chippewa Valley Regional Airport,,US,Eau Claire,0
3502,KECG,Elizabeth City Regional Airport & Coast Guard Air Station,,US,Elizabeth City,0
46530,KECP,Northwest Florida Beaches International Airport,,US,Panama City Beach,0
45955,KEDC,Austin Executive Airport,,US,Pflugerville,0
3503,KEDW,Edwards Air Force Base,,US,Edwards,0
19727,KEED,Needles Airport,,US,Needles,0
3504,KEEN,Dillant Hopkins Airport,,US,Keene,0
19729,KEET,Shelby County Airport,,US,Alabaster,0
19731,KEFD,Ellington Airport,,US,Houston,0
3505,KEGE,Eagle County Regional Airport,,US,Eagle,0
19735,KEGI,Duke Field,,US,Crestview,0
3506,KEKA,Murray Field,,US,Eureka,0
3507,KEKN,Elkins-Randolph County Regional Airport,,US,Elkins,0
3508,KEKO,Elko Regional Airport,,US,Elko,0
3509,KELD,South Arkansas Regional Airport at Goodwin Field,,US,El Dorado,0
3510,KELM,Elmira Corning Regional Airport,,US,Elmira/Corning,0
3511,KELO,Ely Municipal Airport,,US,Ely,0
3512,KELP,El Paso International Airport,,US,El Paso,0
19753,KELY,Ely Airport Yelland Field,,US,Ely,0
3513,KEND,Vance Air Force Base,,US,Enid,0
19760,KENV,Wendover Airport,,US,Wendover,0
3514,KENW,Kenosha Regional Airport,,US,Kenosha,0
3515,KERI,Erie International Tom Ridge Field,,US,Erie,0
19770,KESC,Delta County Airport,,US,Escanaba,0
3516,KESF,Esler Army Airfield / Esler Regional Airport,,US,Alexandria,0
3517,KEUG,Eugene Airport,,US,Eugene,0
3518,KEVV,Evansville Regional Airport,,US,Evansville,0
19782,KEVW,Evanston-Uinta County Airport-Burns Field,,US,Evanston,0
3519,KEWB,New Bedford Regional Airport,,US,New Bedford,0
3520,KEWN,Coastal Carolina Regional Airport,,US,New Bern,0
3521,KEWR,Newark Liberty International Airport,,US,Newark,0
3522,KEYW,Key West International Airport,,US,Key West,0
19843,KFAF,Felker Army Air Field,,US,Newport News (Fort Eustis),0
3523,KFAR,Hector International Airport,,US,Fargo,0
3524,KFAT,Fresno Yosemite International Airport,,US,Fresno,0
3525,KFAY,Fayetteville Regional Airport - Grannis Field,,US,Fayetteville,0
3526,KFBG,Simmons Army Air Field,,US,Fort Bragg,0
19851,KFCS,Butts AAF (Fort Carson) Air Field,,US,Fort Carson,0
19857,KFDY,Findlay Airport,,US,Findlay,0
3528,KFFO,Wright-Patterson Air Force Base,,US,Dayton,0
19868,KFHR,Friday Harbor Airport,,US,Friday Harbor,0
3529,KFHU,Sierra Vista Municipal Airport / Libby Army Air Field,,US,Fort Huachuca / Sierra Vista,0
19872,KFKL,Venango Regional Airport,,US,Franklin,0
3530,KFLG,Flagstaff Pulliam Airport,,US,Flagstaff,0
3531,KFLL,Fort Lauderdale Hollywood International Airport,,US,Fort Lauderdale,0
3532,KFLO,Florence Regional Airport,,US,Florence,0
3534,KFME,Fort Meade Executive Airport,,US,Fort Meade(Odenton),0
19881,KFMN,Four Corners Regional Airport,,US,Farmington,0
19882,KFMY,Page Field,,US,Fort Myers,0
19885,KFNL,Northern Colorado Regional Airport,,US,Loveland,0
3535,KFNT,Bishop International Airport,,US,Flint,0
3536,KFOD,Fort Dodge Regional Airport,,US,Fort Dodge,0
3537,KFOE,Topeka Regional Airport,,US,Topeka,0
3538,KFPR,Treasure Coast International Airport,,US,Fort Pierce,0
3539,KFRG,Republic Airport,,US,East Farmingdale,0
3540,KFRI,Marshall Army Air Field,,US,Fort Riley (Junction City),0
3541,KFSD,Sioux Falls Regional Airport,,US,Sioux Falls,0
3542,KFSI,Henry Post Army Air Field,,US,Fort Sill,0
3543,KFSM,Fort Smith Regional Airport,,US,Fort Smith,0
19900,KFST,Fort Stockton Pecos County Airport,,US,Fort Stockton,0
3544,KFTK,Godman Army Air Field,,US,Fort Knox,0
3545,KFTW,Fort Worth Meacham International Airport,,US,Fort Worth,0
3546,KFTY,Fulton County Airport Brown Field,,US,Atlanta,0
3547,KFWA,Fort Wayne International Airport,,US,Fort Wayne,0
19912,KFXE,Fort Lauderdale Executive Airport,,US,Fort Lauderdale,0
3548,KFYV,Drake Field,,US,Fayetteville,0
19929,KGCC,Northeast Wyoming Regional Airport,,US,Gillette,0
3550,KGCK,Garden City Regional Airport,,US,Garden City,0
3551,KGCN,Grand Canyon National Park Airport,,US,Grand Canyon - Tusayan,0
19936,KGDV,Dawson Community Airport,,US,Glendive,0
3552,KGEG,Spokane International Airport,,US,Spokane,0
3553,KGFK,Grand Forks International Airport,,US,Grand Forks,0
3554,KGFL,Floyd Bennett Memorial Airport,,US,Glens Falls,0
3555,KGGG,East Texas Regional Airport,,US,Longview,0
3556,KGGW,Glasgow Valley County Airport Wokal Field,,US,Glasgow,0
3557,KGJT,Grand Junction Regional Airport,,US,Grand Junction,0
19956,KGLD,Goodland Municipal Airport,,US,Goodland,0
19958,KGLH,Mid Delta Regional Airport,,US,Greenville,0
3558,KGLS,Scholes International At Galveston Airport,,US,Galveston,0
19963,KGMU,Greenville Downtown Airport,,US,Greenville,0
3559,KGNV,Gainesville Regional Airport,,US,Gainesville,0
3560,KGON,Groton New London Airport,,US,Groton,0
3527,KGPI,Glacier Park International Airport,,US,Kalispell,0
3561,KGPT,Gulfport Biloxi International Airport,,US,Gulfport,0
3562,KGRB,Austin Straubel International Airport,,US,Green Bay,0
3563,KGRF,Gray Army Air Field,,US,Fort Lewis/Tacoma,0
3564,KGRI,Central Nebraska Regional Airport,,US,Grand Island,0
3565,KGRK,Killeen Regional Airport / Robert Gray Army Airfield,,US,Fort Cavazos,0
3566,KGRR,Gerald R. Ford International Airport,,US,Grand Rapids,0
3567,KGSB,Seymour Johnson Air Force Base,,US,Goldsboro,0
3568,KGSO,Piedmont Triad International Airport,,US,Greensboro,0
3569,KGSP,Greenville-Spartanburg International Airport,,US,Greenville/Greer/Spartanburg,0
3570,KGTB,Wheeler Sack Army Air Field,,US,Fort Drum,0
3571,KGTF,Great Falls International Airport,,US,Great Falls,0
19982,KGTR,Golden Triangle Regional Airport,,US,Columbus/W Point/Starkville,0
19984,KGUC,Gunnison Crested Butte Regional Airport,,US,Gunnison,0
3572,KGUP,Gallup Municipal Airport,,US,Gallup,0
3573,KGUS,Grissom Air Reserve Base,,US,Peru,0
19985,KGUY,Guymon Municipal Airport,,US,Guymon,0
3574,KGWO,Greenwood–Leflore Airport,,US,Greenwood,0
19997,KGYI,North Texas Regional Airport Perrin Field,,US,Denison,0
3575,KGYY,Gary/Chicago International Airport,,US,Gary,0
20027,KHBG,Hattiesburg Bobby L Chain Municipal Airport,,US,Hattiesburg,0
20029,KHBR,Hobart Regional Airport,,US,Hobart,0
20038,KHDN,Yampa Valley Airport,,US,Hayden,0
20041,KHEF,Washington Manassas Harry P. Davis Field,,US,Manassas,0
3576,KHFD,Hartford Brainard Airport,,US,Hartford,0
3577,KHGR,Hagerstown Regional Richard A Henson Field,,US,Hagerstown,0
3578,KHHR,Jack Northrop Field Hawthorne Municipal Airport,,US,Hawthorne,0
3579,KHIB,Range Regional Airport,,US,Hibbing,0
3580,KHIF,Hill Air Force Base,,US,Ogden,0
20053,KHII,Lake Havasu City Airport,,US,Lake Havasu City,0
20054,KHIO,Portland Hillsboro Airport,,US,Portland,0
3581,KHKY,Hickory Regional Airport,,US,Hickory,0
20061,KHLG,Wheeling Ohio County Airport,,US,Wheeling,0
3582,KHLN,Helena Regional Airport,,US,Helena,0
3584,KHMN,Holloman Air Force Base,,US,Alamogordo,0
20071,KHOB,Lea County Regional Airport,,US,Hobbs,0
3585,KHON,Huron Regional Airport,,US,Huron,0
3586,KHOP,Campbell Army Airfield (Fort Campbell),,US,Fort Campbell,0
3587,KHOT,Memorial Field Airport,,US,Hot Springs,0
3588,KHOU,William P. Hobby Airport,,US,Houston,0
3589,KHPN,Westchester County Airport,,US,White Plains,0
3590,KHQM,Bowerman Airport,,US,Hoquiam,0
3591,KHRL,Valley International Airport,,US,Harlingen,0
3592,KHRO,Boone County Airport,,US,Harrison,0
20081,KHRT,Hurlburt Field,,US,Mary Esther,0
3593,KHST,Homestead Air Reserve Base,,US,Homestead,0
3594,KHSV,Huntsville International Airport,,US,Huntsville,0
3595,KHTS,Tri-State Airport / Milton J. Ferguson Field,,US,Huntington,0
3596,KHUA,Redstone Army Air Field,,US,Redstone Arsnl Huntsville,0
3597,KHUF,"Terre Haute Regional Airport, Hulman Field",,US,Terre Haute,0
20095,KHUL,Houlton International Airport,,US,Houlton,0
3598,KHUT,Hutchinson Municipal Airport,,US,Hutchinson,0
3599,KHVN,Tweed New Haven Airport,,US,New Haven,0
20099,KHVR,Havre City County Airport,,US,Havre,0
20102,KHWO,North Perry Airport,,US,Hollywood,0
20105,KHXD,Hilton Head Airport,,US,Hilton Head Island,0
3600,KHYA,Cape Cod Gateway Airport,,US,Hyannis,0
20107,KHYI,San Marcos Regional Airport,,US,San Marcos,0
20108,KHYR,Sawyer County Airport,,US,Hayward,0
20109,KHYS,Hays Regional Airport,,US,Hays,0
20117,KHZY,Northeast Ohio Regional Airport,,US,Ashtabula,0
3601,KIAB,McConnell Air Force Base,,US,Wichita,0
3602,KIAD,Washington Dulles International Airport,,US,Dulles,0
3603,KIAG,Niagara Falls International Airport,,US,Niagara Falls,0
3604,KIAH,George Bush Intercontinental Airport,,US,Houston,0
3605,KICT,Wichita Dwight D. Eisenhower National Airport,,US,Wichita,0
3606,KIDA,Idaho Falls Regional Airport,,US,Idaho Falls,0
20160,KIFP,Laughlin Bullhead International Airport,,US,Bullhead City,0
20161,KIGM,Kingman Airport,,US,Kingman,0
3607,KIKK,Greater Kankakee Airport,,US,Kankakee,0
3608,KILG,Wilmington Airport,,US,Wilmington,0
3609,KILM,Wilmington International Airport,,US,Wilmington,0
20173,KILN,Wilmington Airpark,,US,Wilmington,0
20177,KIMT,Ford Airport,,US,Kingsford,0
3610,KIND,Indianapolis International Airport,,US,Indianapolis,0
3611,KINK,Winkler County Airport,,US,Wink,0
3612,KINL,Falls International Airport,,US,International Falls,0
3613,KINT,Smith Reynolds Airport,,US,Winston Salem,0
20180,KINW,Winslow Lindbergh Regional Airport,,US,Winslow,0
20184,KIPL,Imperial County Airport,,US,Imperial,0
3614,KIPT,Williamsport Regional Airport,,US,Williamsport,0
3615,KIRK,Kirksville Regional Airport,,US,Kirksville,0
20187,KISM,Kissimmee Gateway Airport,,US,Orlando,0
20189,KISO,Kinston Regional Jetport At Stallings Field,,US,Kinston,0
3616,KISP,Long Island MacArthur Airport,,US,Islip,0
20193,KITH,Ithaca Tompkins Regional Airport,,US,Ithaca,0
3617,KIWA,Mesa Gateway Airport,,US,Mesa,0
3618,KJAC,Jackson Hole Airport,,US,Jackson,0
3619,KJAN,Jackson-Medgar Wiley Evers International Airport,,US,Jackson,0
3620,KJAX,Jacksonville International Airport,,US,Jacksonville,0
3621,KJBR,Jonesboro Municipal Airport,,US,Jonesboro,0
20205,KJCT,Kimble County Airport,,US,Junction,0
3622,KJFK,John F. Kennedy International Airport,,US,New York,0
20213,KJHW,Chautauqua County-Jamestown Airport,,US,Jamestown,0
20216,KJKL,Julian Carroll Airport,,US,Jackson,0
3623,KJLN,Joplin Regional Airport,,US,Joplin,0
3624,KJMS,Jamestown Regional Airport,,US,Jamestown,0
20218,KJNX,Johnston Regional Airport,,US,Smithfield,0
20220,KJQF,Concord-Padgett Regional Airport,,US,Concord,0
3625,KJST,John Murtha Johnstown Cambria County Airport,,US,Johnstown,0
20227,KJWY,Mid-Way Regional Airport,,US,Midlothian/Waxahachie,0
3626,KJXN,Jackson County Airport/Reynolds Field,,US,Jackson,0
20277,KKLS,Southwest Washington Regional Airport,,US,Kelso,0
20317,KLAA,Southeast Colorado Regional Airport,,US,Lamar,0
3627,KLAF,Purdue University Airport,,US,West Lafayette,0
3628,KLAL,Lakeland Linder International Airport,,US,Lakeland,0
3629,KLAN,Capital Region International Airport,,US,Lansing,0
3630,KLAR,Laramie Regional Airport,,US,Laramie,0
3631,KLAS,Harry Reid International Airport,,US,Las Vegas,0
20319,KLAW,Lawton Fort Sill Regional Airport,,US,Lawton,0
3632,KLAX,Los Angeles International Airport,,US,Los Angeles,0
3633,KLBB,Lubbock Preston Smith International Airport,,US,Lubbock,0
3634,KLBE,Arnold Palmer Regional Airport,,US,Latrobe,0
3635,KLBF,North Platte Regional Airport Lee Bird Field,,US,North Platte,0
3636,KLBL,Liberal Mid-America Regional Airport,,US,Liberal,0
20322,KLBT,Lumberton Regional Airport,,US,Lumberton,0
20323,KLBX,Texas Gulf Coast Regional Airport,,US,Angleton,0
3637,KLCH,Lake Charles Regional Airport,,US,Lake Charles,0
3638,KLCK,Rickenbacker International Airport,,US,Columbus,0
3639,KLEB,Lebanon Municipal Airport,,US,Lebanon,0
20329,KLEE,Leesburg International Airport,,US,Leesburg,0
3640,KLEX,Blue Grass Airport,,US,Lexington,0
3641,KLFI,Langley Air Force Base,,US,Hampton,0
20332,KLFK,Angelina County Airport,,US,Lufkin,0
3642,KLFT,Lafayette Regional Airport,,US,Lafayette,0
3643,KLGA,LaGuardia Airport,,US,New York,0
3644,KLGB,Long Beach International Airport,,US,Long Beach,0
20337,KLGU,Logan-Cache Airport,,US,Logan,0
3645,KLIT,Bill & Hillary Clinton National Airport/Adams Field,,US,Little Rock,0
20354,KLLQ,Monticello Municipal Ellis Field,,US,Monticello,0
3646,KLMT,Crater Lake-Klamath Regional Airport,,US,Klamath Falls,0
20359,KLND,Hunt Field,,US,Lander,0
3647,KLNK,Lincoln Airport,,US,Lincoln,0
3648,KLNS,Lancaster Airport,,US,Lancaster,0
20364,KLOL,Derby Field,,US,Lovelock,0
3649,KLOU,Bowman Field,,US,Louisville,0
3650,KLOZ,London-Corbin Airport/Magee Field,,US,London,0
3651,KLRD,Laredo International Airport,,US,Laredo,0
3652,KLRF,Little Rock Air Force Base,,US,Jacksonville,0
3653,KLRU,Las Cruces International Airport,,US,Las Cruces,0
3654,KLSE,La Crosse Regional Airport,,US,La Crosse,0
3655,KLSF,Lawson Army Air Field,,US,Fort Benning,0
3656,KLSV,Nellis Air Force Base,,US,Las Vegas,0
3657,KLTS,Altus Air Force Base,,US,Altus,0
3658,KLUF,Luke Air Force Base,,US,Glendale,0
3659,KLUK,Cincinnati Municipal Airport Lunken Field,,US,Cincinnati,0
20386,KLVM,Mission Field,,US,Livingston,0
20388,KLVS,Las Vegas Municipal Airport,,US,Las Vegas,0
20390,KLWB,Greenbrier Valley Airport,,US,Lewisburg,0
3660,KLWM,Lawrence Municipal Airport,,US,Lawrence,0
20393,KLWS,Lewiston Nez Perce County Airport,,US,Lewiston,0
3661,KLWT,Lewistown Municipal Airport,,US,Lewistown,0
3662,KLYH,Lynchburg Regional Airport - Preston Glenn Field,,US,Lynchburg,0
3663,KMAF,Midland International Air and Space Port,,US,Midland,0
20474,KMBG,Mobridge Municipal Airport,,US,Mobridge,0
3664,KMBS,MBS International Airport,,US,Freeland,0
3665,KMCB,McComb-Pike County Airport / John E Lewis Field,,US,McComb,0
3666,KMCC,McClellan Airfield,,US,Sacramento,0
20480,KMCE,Merced Regional Macready Field,,US,Merced,0
3667,KMCF,MacDill Air Force Base,,US,Tampa,0
3668,KMCI,Kansas City International Airport,,US,Kansas City,0
20481,KMCK,McCook Ben Nelson Regional Airport,,US,McCook,0
3669,KMCN,Middle Georgia Regional Airport,,US,Macon,0
3670,KMCO,Orlando International Airport,,US,Orlando,0
20482,KMCW,Mason City Municipal Airport,,US,Mason City,0
3671,KMDH,Southern Illinois Airport,,US,Murphysboro,0
3672,KMDT,Harrisburg International Airport,,US,Harrisburg,0
3673,KMDW,Chicago Midway International Airport,,US,Chicago,0
3674,KMEI,Key Field / Meridian Regional Airport,,US,Meridian,0
3675,KMEM,Memphis International Airport,,US,Memphis,0
3676,KMER,Castle Airport,,US,Merced,0
3677,KMFD,Mansfield Lahm Regional Airport,,US,Mansfield,0
3678,KMFE,McAllen Miller International Airport,,US,McAllen,0
3679,KMFR,Rogue Valley International-Medford Airport,,US,Medford,0
20498,KMGC,Michigan City Municipal Airport,,US,Michigan City,0
3680,KMGE,Dobbins Air Reserve Base,,US,Marietta,0
3681,KMGM,Montgomery Regional (Dannelly Field) Airport,,US,Montgomery,0
3682,KMGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,,US,Morgantown,0
3683,KMHK,Manhattan Regional Airport,,US,Manhattan,0
20506,KMHR,Sacramento Mather Airport,,US,Sacramento,0
3684,KMHT,Manchester-Boston Regional Airport,,US,Manchester,0
20507,KMHV,Mojave Air &  Space Port,,US,Mojave,0
3685,KMIA,Miami International Airport,,US,Miami,0
3686,KMIB,Minot Air Force Base,,US,Minot,0
3687,KMIE,Delaware County Johnson Field,,US,Muncie,0
3688,KMIV,Millville Municipal Airport,,US,Millville,0
3689,KMKC,Charles B. Wheeler Downtown Airport,,US,Kansas City,0
3690,KMKE,General Mitchell International Airport,,US,Milwaukee,0
3691,KMKG,Muskegon County Airport,,US,Muskegon,0
3692,KMKL,McKellar-Sipes Regional Airport,,US,Jackson,0
3693,KMLB,Melbourne Orlando International Airport,,US,Melbourne,0
3694,KMLC,Mc Alester Regional Airport,,US,Mc Alester,0
3695,KMLI,Quad City International Airport,,US,Moline,0
3696,KMLS,Miles City Airport - Frank Wiley Field,,US,Miles City,0
3697,KMLU,Monroe Regional Airport,,US,Monroe,0
20527,KMMH,Mammoth Yosemite Airport,,US,Mammoth Lakes,0
20532,KMMT,Mc Entire Joint National Guard Base,,US,Eastover,0
3698,KMMU,Morristown Municipal Airport,,US,Morristown,0
3699,KMMV,McMinnville Municipal Airport,,US,McMinnville,0
3700,KMOB,Mobile Regional Airport,,US,Mobile,0
3701,KMOD,Modesto City Co-Harry Sham Field,,US,Modesto,0
3702,KMOT,Minot International Airport,,US,Minot,0
20551,KMPV,Edward F Knapp State Airport,,US,Barre/Montpelier,0
3703,KMQY,Smyrna Airport,,US,Smyrna,0
3704,KMRB,Eastern WV Regional Airport/Shepherd Field,,US,Martinsburg,0
3705,KMRY,Monterey Regional Airport,,US,Monterey,0
3706,KMSL,Northwest Alabama Regional Airport,,US,Muscle Shoals,0
3707,KMSN,Dane County Regional Truax Field,,US,Madison,0
3708,KMSO,Missoula Montana Airport,,US,Missoula,0
3709,KMSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,,US,Minneapolis,0
3710,KMSS,Massena International Airport Richards Field,,US,Massena,0
3711,KMSY,Louis Armstrong New Orleans International Airport,,US,New Orleans,0
3712,KMTC,Selfridge Air National Guard Base Airport,,US,Mount Clemens,0
20564,KMTH,Florida Keys Marathon International Airport,,US,Marathon,0
20565,KMTJ,Montrose Regional Airport,,US,Montrose,0
3713,KMTN,Martin State Airport,,US,Baltimore,0
3714,KMUI,Muir Army Air Field (Fort Indiantown Gap) Airport,,US,Fort Indiantown Gap(Annville),0
3715,KMUO,Mountain Home Air Force Base,,US,Mountain Home,0
20579,KMWA,Veterans Airport of Southern Illinois,,US,Marion,0
20581,KMWH,Grant County International Airport,,US,Moses Lake,0
20583,KMWL,Mineral Wells Regional Airport,,US,Mineral Wells,0
3716,KMXF,Maxwell Air Force Base,,US,Montgomery,0
20591,KMYL,McCall Municipal Airport,,US,McCall,0
3717,KMYR,Myrtle Beach International Airport,,US,Myrtle Beach,0
3718,KMYV,Yuba County Airport,,US,Marysville,0
3719,KNBC,Beaufort MCAS - Merritt Field,,US,Beaufort,0
3720,KNBG,New Orleans NAS JRB/Alvin Callender Field,,US,New Orleans,0
3721,KNCA,MCAS New River / McCutcheon Field,,US,Jacksonville,0
20634,KNDZ,Whiting Field Naval Air Station South Airport,,US,Milton,0
3722,KNEL,Lakehurst Maxfield Field Airport,,US,Lakehurst,0
3723,KNEW,Lakefront Airport,,US,New Orleans,0
3724,KNFG,Camp Pendleton MCAS (Munn Field) Airport,,US,Oceanside,0
3725,KNFL,Fallon Naval Air Station,,US,Fallon,0
20639,KNFW,NAS Fort Worth JRB / Carswell Field,,US,Fort Worth,0
3726,KNGP,Naval Air Station Corpus Christi Truax Field,,US,Corpus Christi,0
3727,KNGU,Norfolk Naval Station (Chambers Field),,US,Norfolk,0
3728,KNHK,Patuxent River Naval Air Station (Trapnell Field),,US,Patuxent River,0
20643,KNID,China Lake Naws (Armitage Field) Airport,,US,China Lake,0
3730,KNIP,Jacksonville Naval Air Station (Towers Field),,US,Jacksonville,0
3731,KNJK,El Centro NAF Airport (Vraciu Field),,US,El Centro,0
3732,KNKT,Cherry Point MCAS / Cunningham Field/,,US,Cherry Point,0
3733,KNKX,Miramar Marine Corps Air Station - Mitscher Field,,US,San Diego,0
20647,KNLC,Lemoore Naval Air Station (Reeves Field) Airport,,US,Lemoore,0
3734,KNMM,Naval Air Station Meridian / McCain Field,,US,Lauderdale,0
3735,KNPA,Naval Air Station Pensacola Forrest Sherman Field,,US,Pensacola,0
3736,KNQA,Millington-Memphis Airport,,US,Millington,0
3737,KNQI,Kingsville Naval Air Station,,US,Kingsville,0
3738,KNQX,Naval Air Station Key West/Boca Chica Field,,US,Key West,0
20652,KNRB,Naval Station Mayport / Admiral David L McDonald Field,,US,Jacksonville,0
20656,KNSE,Whiting Field Naval Air Station - North,,US,Milton,0
3739,KNTD,Point Mugu Naval Air Station (Naval Base Ventura Co),,US,Point Mugu,0
3740,KNTU,Oceana Naval Air Station,,US,Virginia Beach,0
3741,KNUQ,Moffett Federal Airfield,,US,Mountain View,0
20661,KNUW,Whidbey Island Naval Air Station (Ault Field),,US,Oak Harbor,0
20666,KNXP,Twentynine Palms Strategic Expeditionary Landing Field,,US,Twentynine Palms,0
20669,KNYG,Quantico Marine Corps Airfield / Turner Field,,US,Quantico,0
3961,KNYL,Yuma International Airport / Marine Corps Air Station Yuma,,US,Yuma,0
3743,KNZY,North Island Naval Air Station-Halsey Field,,US,San Diego,0
20709,KOAJ,Albert J Ellis Airport,,US,Richlands,0
3744,KOAK,Oakland San Francisco Bay Airport,,US,Oakland,0
3745,KOFF,Offutt Air Force Base,,US,Omaha,0
20722,KOFK,Karl Stefan Memorial Airport,,US,Norfolk,0
20725,KOGB,Orangeburg Municipal Airport,,US,Orangeburg,0
3746,KOGD,Ogden Hinckley Airport,,US,Ogden,0
